,AGREEMENT_RK,AGE,GEN_TITLE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,TARGET
3927,61534326,52,Рабочий,1,0,0,0,0,20000.0,1,0,1
3928,61534418,54,Рабочий,1,0,1,2,0,15000.0,1,0,0
3929,61534539,27,Работник сферы услуг,1,0,1,2,2,12000.0,1,0,0
3930,61534637,44,Работник сферы услуг,1,0,1,1,1,25000.0,1,0,0
3931,61534793,59,,0,1,1,0,0,4500.0,1,1,0
3932,61534874,24,Высококвалифиц. специалист,1,0,0,1,1,18000.0,1,1,0
3933,61534913,30,Рабочий,1,0,1,1,0,9000.0,2,0,0
3935,61535001,62,,0,1,1,3,0,10000.0,1,1,0
3937,61535248,52,Рабочий,1,0,1,1,0,7000.0,1,0,0
3938,61535283,32,Служащий,1,0,0,1,1,16000.0,1,1,0
3939,61535306,53,Высококвалифиц. специалист,1,1,1,2,0,24000.0,1,0,0
3940,61535587,30,Специалист,1,0,1,2,2,18000.0,1,0,0
3941,61535719,34,Специалист,1,0,1,2,2,25000.0,1,0,0
3942,61535742,24,Специалист,1,0,0,0,0,15000.0,1,0,0
3943,61535817,28,Рабочий,1,0,1,2,2,10000.0,1,0,0
3944,61536173,33,Военнослужащий по контракту,1,0,1,1,1,15000.0,1,0,0
3945,61536238,33,Специалист,1,0,0,1,1,19000.0,1,0,0
3946,61536597,30,Рабочий,1,0,1,2,2,15000.0,1,0,1
3947,61536841,51,Рабочий,1,0,1,0,0,18000.0,1,0,0
3948,61536950,48,Рабочий,1,0,0,1,0,7000.0,1,0,0
3949,61536967,40,Специалист,1,0,1,2,1,7000.0,1,0,0
3950,61537047,23,Рабочий,1,0,0,1,1,11000.0,1,0,0
3951,61537048,52,Специалист,1,0,1,1,1,6500.0,1,0,0
3952,61537058,58,,0,1,1,3,0,6000.0,1,0,0
3953,61537180,33,Специалист,1,0,1,1,1,20000.0,1,0,0
3954,61537191,52,Специалист,1,1,1,0,0,10000.0,1,0,0
3955,61537453,48,Рабочий,1,0,0,0,0,13000.0,1,0,0
3956,61537559,23,Служащий,1,0,0,0,0,12000.0,1,1,0
3957,61537633,56,Специалист,1,1,1,1,0,12000.0,1,0,0
3958,61537982,57,Специалист,1,0,1,1,0,17000.0,1,1,0
3959,61538046,27,Рабочий,1,0,0,1,1,11000.0,1,0,0
3960,61538254,40,Рабочий,1,0,1,1,1,14000.0,1,0,0
3961,61538623,25,Специалист,1,0,0,0,0,24000.0,1,0,0
3962,61538643,60,Рабочий,1,0,1,2,0,7000.0,1,0,1
3963,61538897,27,Служащий,1,0,1,1,1,17000.0,1,1,1
3964,61539044,38,Специалист,1,0,1,2,2,13000.0,1,0,0
3965,61539206,22,Рабочий,1,0,0,0,0,16000.0,1,0,0
3966,61539225,60,,0,1,1,0,0,7500.0,1,0,1
3967,61539417,28,Рабочий,1,0,0,0,0,15000.0,1,0,0
3968,61539865,39,Служащий,1,0,1,0,0,10000.0,1,0,0
3969,61540045,59,,0,1,1,1,0,6000.0,1,0,0
3970,61540320,61,,0,1,1,0,0,4500.0,1,0,0
3971,61540740,42,Специалист,1,0,1,0,0,15000.0,1,0,0
3972,61540822,36,Военнослужащий по контракту,1,0,0,3,3,16000.0,1,1,0
3973,61540993,31,Специалист,1,0,1,0,0,10000.0,1,0,1
3974,61541156,35,Рабочий,1,0,0,0,0,6000.0,1,0,0
3975,61541218,57,Специалист,1,0,1,2,0,6000.0,1,0,1
3976,61541334,30,Рабочий,1,0,0,2,1,18000.0,1,0,1
3977,61541370,42,Специалист,1,0,1,1,1,10000.0,1,0,0
3978,61832254,55,Специалист,1,0,1,1,0,8000.0,1,1,0
3979,61832255,22,Служащий,1,0,0,0,0,16000.0,1,1,0
3980,61832318,37,Рабочий,1,0,1,4,4,5000.0,1,0,0
3981,61832372,34,Рабочий,1,0,1,2,2,12000.0,1,0,0
3982,61832394,36,Руководитель среднего звена,1,0,1,1,1,15000.0,1,0,0
3983,61832441,54,Рабочий,1,1,1,4,1,6700.0,1,0,0
3984,61832490,27,Руководитель низшего звена,1,0,0,2,3,30000.0,1,1,0
3985,61832558,32,Специалист,1,0,1,0,0,8000.0,1,0,0
3986,61832800,41,Специалист,1,0,1,2,0,6500.0,1,0,0
3988,61832879,34,Специалист,1,0,0,1,1,30000.0,1,0,0
3989,61832884,49,Служащий,1,0,0,2,1,22000.0,1,0,0
3990,61833118,44,Руководитель среднего звена,1,0,0,0,0,25000.0,1,0,0
3991,61833201,55,Руководитель высшего звена,1,0,0,2,0,20000.0,1,0,0
3992,61833241,29,Специалист,1,0,1,1,1,9800.0,1,0,0
3993,61833272,49,Рабочий,1,1,1,2,0,10000.0,1,0,0
3994,61833358,52,Руководитель среднего звена,1,0,0,1,0,7251.0,1,0,1
3995,61833435,42,Руководитель среднего звена,1,0,0,2,2,17000.0,1,0,0
3996,61833498,54,Рабочий,1,0,1,1,0,20000.0,1,1,0
3997,61833585,51,Специалист,1,0,1,2,0,40000.0,1,1,0
3998,61833717,45,Индивидуальный предприниматель,1,0,1,1,0,20000.0,1,1,0
3999,61833718,48,Специалист,1,0,1,0,1,12000.0,2,1,0
4001,61833758,49,Рабочий,1,0,0,2,0,10000.0,1,0,0
4002,61833876,50,Специалист,1,0,1,2,0,5000.0,2,1,0
4004,61833902,45,Специалист,1,0,1,0,0,8000.0,1,1,0
4005,61833964,37,Высококвалифиц. специалист,1,0,1,1,1,8000.0,1,0,0
4006,61834255,45,Другое,1,0,1,2,1,7500.0,1,0,0
4007,61834257,64,,0,1,1,0,0,10000.0,1,0,0
4008,61834293,41,Служащий,1,0,1,1,1,25000.0,1,1,0
4009,61834520,29,Руководитель среднего звена,1,0,1,1,1,17000.0,1,1,0
4010,61834739,52,Рабочий,1,0,1,1,0,4300.0,1,0,0
4011,61834837,32,Рабочий,1,0,1,2,2,10000.0,2,0,0
4013,61834901,53,Работник сферы услуг,1,0,1,2,0,9000.0,1,1,0
4014,61835134,52,Рабочий,1,1,1,1,0,8700.0,1,0,0
4015,61835141,35,Руководитель высшего звена,1,0,0,1,1,20000.0,1,1,0
4016,61835400,36,Специалист,1,0,1,0,0,23000.0,1,0,0
4017,61835447,33,Рабочий,1,0,1,1,1,7300.0,1,1,0
4018,61835473,25,Специалист,1,0,0,0,0,15000.0,1,0,1
4019,61835613,27,Специалист,1,0,1,2,2,6500.0,2,0,0
4021,61836150,30,Рабочий,1,0,1,2,2,8000.0,1,0,0
4022,61836374,31,Специалист,1,0,1,1,1,10000.0,1,0,0
4023,61836616,65,,0,1,1,1,0,7500.0,1,1,0
4024,61836776,42,Специалист,1,0,1,0,0,25000.0,1,0,0
4025,61836857,39,Работник сферы услуг,1,0,1,0,0,16000.0,1,0,1
4026,61837158,41,Специалист,1,0,1,2,1,10000.0,1,0,0
4027,61837314,36,Рабочий,1,0,1,2,2,8500.0,1,0,0
4028,61837512,55,Рабочий,1,0,0,0,0,10000.0,1,0,0
4029,61838047,60,,0,1,0,3,0,6000.0,1,0,0
4030,61838498,32,Специалист,1,0,1,0,0,15000.0,1,1,0
4031,61838528,38,Рабочий,1,0,0,2,2,14000.0,1,0,0
4032,61838635,42,Работник сферы услуг,1,0,1,0,0,15000.0,1,0,0
4033,61838807,58,Высококвалифиц. специалист,1,1,1,2,0,30000.0,1,0,0
4034,61838823,41,Служащий,1,0,1,2,2,6000.0,1,0,0
4035,61838970,49,Работник сферы услуг,1,0,1,4,1,5000.0,1,0,0
4036,61839159,38,Специалист,1,0,1,0,0,10000.0,1,0,0
4037,61839665,58,Специалист,1,0,0,0,0,15000.0,1,0,0
4038,61839839,36,Руководитель высшего звена,1,0,1,1,1,20000.0,1,0,0
4039,61840102,54,Специалист,1,0,1,0,0,8000.0,1,0,0
4040,61840248,26,Специалист,1,0,0,0,0,20000.0,1,1,0
4041,61840276,39,Руководитель низшего звена,1,0,1,2,2,12000.0,1,0,0
4042,61840593,43,Специалист,1,0,1,1,1,38000.0,1,0,0
4043,61840730,32,Высококвалифиц. специалист,1,0,0,0,0,25000.0,1,1,0
4044,61840734,53,Руководитель среднего звена,1,0,1,2,0,9000.0,1,0,0
4045,61840842,44,Специалист,1,0,1,2,2,7000.0,1,0,0
4046,61840858,49,Рабочий,1,0,0,2,1,7000.0,1,0,0
4047,61840997,48,Работник сферы услуг,1,0,1,2,1,6000.0,1,0,0
4048,61841051,64,,0,1,1,1,1,6000.0,1,0,0
4049,61841345,41,Рабочий,1,0,1,1,0,5790.0,1,0,0
4050,61841376,38,Специалист,1,0,0,1,1,10000.0,1,0,0
4051,61841401,32,Рабочий,1,0,0,1,1,6000.0,2,0,0
4053,61841614,32,Специалист,1,0,1,1,1,12000.0,1,0,0
4054,61841675,33,Работник сферы услуг,1,0,1,1,1,12000.0,1,0,0
4056,61841932,52,Специалист,1,1,1,2,0,15000.0,1,1,0
4057,61842149,54,Специалист,1,0,0,1,0,19000.0,1,0,0
4058,61842527,43,Руководитель высшего звена,1,0,0,2,1,20000.0,1,1,0
4059,61842529,27,Специалист,1,0,0,0,0,13000.0,1,0,0
4060,61842650,32,Руководитель среднего звена,1,0,1,1,1,10800.0,1,0,0
4061,61842670,23,Другое,1,0,0,1,1,23000.0,1,0,0
4062,61842733,52,Специалист,1,0,1,1,0,18000.0,1,0,0
4063,61842802,53,Руководитель низшего звена,1,0,1,2,0,10000.0,1,0,0
4064,61842866,31,Специалист,1,0,0,1,1,10000.0,1,1,0
4065,61843246,33,Специалист,1,0,1,2,2,8000.0,1,0,1
4066,61843346,38,Специалист,1,0,1,2,2,8000.0,1,0,0
4067,61843372,52,Руководитель среднего звена,1,0,1,0,0,7000.0,1,0,0
4068,61843389,50,Рабочий,1,0,0,0,1,16000.0,1,0,0
4069,61843556,51,,0,1,1,1,0,7000.0,1,0,0
4070,61843851,35,Специалист,1,0,1,1,1,30000.0,1,0,0
4071,61844166,46,Рабочий,1,0,1,3,3,8000.0,1,0,0
4072,61844253,49,Специалист,1,0,0,0,0,25000.0,1,1,0
4073,61844329,32,Руководитель среднего звена,1,0,1,2,1,14000.0,1,0,0
4074,61844346,57,Рабочий,1,0,1,2,0,13000.0,1,0,1
4075,61844398,32,Специалист,1,0,0,0,0,25000.0,1,1,0
4076,61844517,27,Специалист,1,0,0,1,0,20000.0,2,1,1
4078,61844535,47,Работник сферы услуг,1,0,1,1,0,8500.0,1,1,0
4079,61844542,50,Руководитель низшего звена,1,0,1,0,1,15000.0,1,0,0
4080,61844788,41,Специалист,1,0,1,1,1,8000.0,2,0,1
4082,61844798,40,Специалист,1,0,1,2,2,10300.0,1,0,0
4083,61844827,42,Служащий,1,0,1,2,0,7000.0,2,1,0
4085,61844944,48,Специалист,1,0,1,0,0,6000.0,1,0,0
4086,61845475,52,Специалист,1,0,0,1,0,25000.0,1,0,0
4087,61845642,60,Рабочий,1,0,0,1,0,11500.0,1,0,0
4088,61845738,30,Специалист,1,0,1,1,1,8000.0,1,0,0
4089,61845856,44,Специалист,1,0,0,0,0,26000.0,1,0,0
4090,61845906,61,,0,1,0,2,0,4700.0,1,0,0
4091,61845916,39,Специалист,1,0,1,0,0,6000.0,1,0,1
4092,61846028,23,Рабочий,1,0,0,1,1,14000.0,1,0,0
4093,61846375,49,Рабочий,1,0,1,2,0,5000.0,1,0,0
4094,61846756,44,Рабочий,1,0,1,0,0,5000.0,1,1,0
4095,61846769,47,Работник сферы услуг,1,0,1,0,0,7500.0,1,0,0
4096,61846885,24,Рабочий,1,0,0,1,1,8000.0,1,0,1
4097,61847017,48,,0,1,1,1,1,5200.0,1,0,0
4098,61847143,31,Работник сферы услуг,1,0,1,1,1,20000.0,1,0,0
4099,61847511,38,Руководитель среднего звена,1,0,0,3,2,10000.0,1,0,0
4100,61847624,41,Работник сферы услуг,1,0,1,0,0,20000.0,1,0,0
4102,61847635,63,,0,1,1,2,0,6299.19,1,0,0
4103,61847717,37,Специалист,1,0,1,3,3,6000.0,1,1,0
4104,61848743,25,Специалист,1,0,0,0,0,15000.0,2,2,1
4106,61848796,37,Рабочий,1,0,0,1,1,20000.0,1,0,0
4107,61848802,37,Специалист,1,0,1,1,1,5000.0,1,0,0
4108,61848926,53,Работник сферы услуг,1,1,1,1,0,16000.0,1,1,0
4109,61849020,23,Специалист,1,0,0,0,0,7000.0,1,0,0
4110,61849152,57,,0,1,1,3,0,7000.0,1,1,1
4111,61849175,43,Другое,1,0,0,1,1,14000.0,1,1,0
4112,61849208,52,Специалист,1,0,0,1,1,7000.0,1,0,0
4113,61849273,43,Специалист,1,0,0,0,0,11500.0,1,0,0
4114,61849320,51,Работник сферы услуг,1,1,1,0,0,9500.0,1,0,0
4115,61849465,54,Служащий,1,0,1,3,0,3500.0,1,0,0
4116,61849475,26,Индивидуальный предприниматель,1,0,0,1,1,10000.0,1,0,0
4117,61849620,42,Специалист,1,0,1,2,1,17000.0,1,0,0
4118,61849665,50,Специалист,1,0,1,0,0,20000.0,1,0,0
4119,61849790,40,Рабочий,1,0,1,2,1,5800.0,1,0,0
4120,61850415,30,Рабочий,1,0,1,1,1,15000.0,1,0,0
4121,61851593,29,Специалист,1,0,1,1,1,10000.0,1,0,0
4122,61851594,39,Специалист,1,0,1,2,1,22000.0,1,1,0
4123,61852042,63,,0,1,1,2,0,5000.0,1,0,0
4124,61852256,45,Рабочий,1,0,0,1,1,32000.0,1,0,0
4125,61852386,38,Специалист,1,0,1,1,1,14000.0,2,1,0
4127,61852399,31,Специалист,1,0,1,2,1,8600.0,1,0,0
4128,61852494,64,Рабочий,1,0,1,0,0,11000.0,1,0,0
4129,61852748,36,Специалист,1,0,0,2,2,20000.0,1,1,0
4130,61852895,39,Руководитель высшего звена,1,0,1,1,1,15000.0,2,0,0
4132,61852981,36,Специалист,1,0,0,1,1,7500.0,1,1,0
4133,61853404,37,Специалист,1,0,1,0,0,18000.0,1,1,0
4134,61853410,44,Другое,1,0,1,2,2,11000.0,1,1,0
4135,61853559,44,Специалист,1,0,1,2,0,9000.0,1,1,0
4136,61853634,59,Служащий,1,1,1,1,0,9500.0,1,0,0
4137,61853680,27,Специалист,1,0,1,1,1,10000.0,1,0,0
4138,61853742,61,,0,1,1,0,0,7000.0,1,1,0
4139,61853821,25,Высококвалифиц. специалист,1,0,1,0,0,16000.0,1,0,0
4140,61853838,50,Специалист,1,0,1,1,0,12500.0,1,0,0
4141,61853864,30,Высококвалифиц. специалист,1,0,0,0,0,25000.0,1,0,0
4142,61853900,58,Руководитель высшего звена,1,1,0,0,0,24000.0,1,0,0
4143,61853903,39,Руководитель высшего звена,1,0,0,1,0,35000.0,1,0,1
4144,61854059,32,Специалист,1,0,1,1,1,8500.0,1,0,0
4145,61854194,51,Специалист,1,0,1,0,0,15000.0,1,0,0
4146,61854232,27,Рабочий,1,0,0,0,0,31000.0,1,0,0
4147,61854441,46,Служащий,1,0,0,1,1,17000.0,1,1,0
4148,61855175,48,Служащий,1,0,1,1,1,20000.0,1,0,0
4149,61855746,39,Специалист,1,0,1,0,0,7000.0,1,0,0
4150,61855900,47,Рабочий,1,0,0,3,0,15000.0,1,1,0
4151,61856318,53,Специалист,1,0,1,3,0,9000.0,1,0,0
4152,61856377,40,Работник сферы услуг,1,0,1,2,1,15000.0,1,0,0
4153,61857122,32,Работник сферы услуг,1,0,1,1,1,5300.0,1,0,0
4154,61857284,50,Работник сферы услуг,1,0,1,2,0,8000.0,1,0,0
4155,61857486,45,Специалист,1,0,0,1,1,10000.0,1,0,0
4156,61857595,47,Руководитель среднего звена,1,0,0,0,0,18000.0,1,0,0
4157,61857829,23,Специалист,1,0,1,0,0,6000.0,1,0,0
4158,61858125,52,Руководитель среднего звена,1,0,1,1,0,7000.0,1,0,0
4159,61858372,40,Специалист,1,0,1,3,3,9000.0,1,0,0
4160,61859951,38,Высококвалифиц. специалист,1,0,1,2,2,20000.0,1,0,0
4161,61860078,45,Руководитель среднего звена,1,0,1,1,0,7000.0,1,0,0
4162,61860546,44,Рабочий,1,0,0,2,2,8000.0,1,0,0
4163,61860639,40,Рабочий,1,0,1,2,0,20000.0,1,0,1
4164,61860728,28,Специалист,1,0,1,1,0,8000.0,1,0,0
4165,61860730,31,Специалист,1,0,1,1,1,10000.0,1,0,0
4166,61861594,31,Рабочий,1,0,0,1,1,7500.0,1,0,0
4167,61862056,40,Специалист,1,0,1,0,0,20000.0,1,1,0
4168,61862610,43,Специалист,1,0,0,0,0,13000.0,1,0,0
4169,61863426,40,Рабочий,1,0,0,2,2,13500.0,1,1,0
4170,61863980,28,Руководитель среднего звена,1,0,1,0,0,15000.0,1,0,0
4171,61866562,28,Специалист,1,0,1,0,0,18000.0,1,0,0
4172,61866577,51,Руководитель высшего звена,1,0,1,3,1,10000.0,1,0,1
4173,61867236,57,Специалист,1,0,1,0,0,8000.0,1,0,0
4174,61867323,54,Специалист,1,0,0,4,0,10000.0,1,0,0
4175,61867547,25,Специалист,1,0,0,0,0,7000.0,1,0,0
4176,61868221,48,Специалист,1,0,1,2,0,11000.0,1,1,0
4177,61868573,65,,0,1,1,0,0,7000.0,1,0,0
4178,61869863,58,,0,1,1,2,0,12000.0,1,0,0
4179,61871202,54,Специалист,1,0,0,3,0,15000.0,1,1,0
4180,61871427,33,Работник сферы услуг,1,0,0,2,2,10000.0,1,1,1
4181,61871534,32,Специалист,1,0,0,0,0,28000.0,1,1,0
4182,61872525,32,Служащий,1,0,1,1,1,6000.0,1,1,0
4184,61873201,45,Специалист,1,0,1,1,1,20000.0,1,0,0
4185,61873622,30,Рабочий,1,0,1,1,1,9000.0,1,0,0
4186,61873624,45,Руководитель высшего звена,1,0,1,0,0,100000.0,1,0,0
4187,61874190,28,Руководитель низшего звена,1,0,0,0,0,25000.0,1,1,0
4188,61874678,27,Рабочий,1,0,0,1,1,17000.0,1,0,0
4189,61874895,39,Специалист,1,0,1,2,2,9000.0,1,1,0
4190,61876626,53,Рабочий,1,0,1,2,1,4500.0,1,0,1
4191,61876859,37,Специалист,1,0,1,1,1,11000.0,1,0,0
4192,61877309,40,Специалист,1,0,1,2,0,6500.0,1,0,0
4193,61877542,61,,0,1,1,0,0,15000.0,1,0,1
4194,61877543,26,Другое,1,0,0,0,1,23000.0,1,0,0
4195,61879086,53,Специалист,1,0,1,1,0,7000.0,1,0,0
4196,61879124,34,Руководитель высшего звена,1,0,0,2,2,15000.0,1,0,0
4197,61879332,30,Рабочий,1,0,1,0,0,17000.0,2,2,0
4199,61915043,27,Специалист,1,0,1,1,1,11000.0,1,1,0
4200,61915109,51,Специалист,1,0,1,0,0,28000.0,1,1,0
4201,61915159,22,Рабочий,1,0,0,0,0,20000.0,1,1,0
4202,61915602,50,Рабочий,1,0,1,1,0,5000.0,1,1,1
4203,61915652,27,Высококвалифиц. специалист,1,0,1,0,0,11000.0,1,1,0
4204,61916221,50,Специалист,1,0,0,0,0,6000.0,2,1,0
4206,61916422,32,Специалист,1,0,0,1,1,20000.0,2,1,0
4208,61916455,60,Служащий,1,0,1,4,0,12000.0,1,1,0
4209,61916469,46,Специалист,1,0,1,0,0,6000.0,1,1,0
4210,61916475,37,Рабочий,1,0,1,2,2,20000.0,2,1,1
4212,61916582,36,Руководитель низшего звена,1,0,1,2,2,7000.0,1,1,0
4213,61916595,32,Специалист,1,0,0,2,2,30000.0,2,2,0
4215,61916735,36,Специалист,1,0,1,1,1,22500.0,2,1,0
4217,61916798,44,Специалист,1,0,1,0,0,15000.0,2,1,0
4219,61916827,54,Руководитель среднего звена,1,0,1,2,0,10000.0,2,2,0
4221,61916829,24,Специалист,1,0,1,0,0,17000.0,2,1,0
4223,61917020,37,Военнослужащий по контракту,1,0,0,1,1,15000.0,2,1,0
4225,61917031,48,Специалист,1,0,1,0,0,7000.0,2,1,1
4227,61917058,32,Специалист,1,0,1,1,0,6000.0,1,1,1
4228,61917071,55,Специалист,1,0,1,1,0,20000.0,2,1,0
4230,61917188,45,Другое,1,0,1,1,1,12000.0,1,1,0
4231,61917427,27,Специалист,1,0,0,0,0,10500.0,2,1,0
4233,61917518,31,Специалист,1,0,1,2,2,8000.0,1,1,0
4234,61917596,37,Служащий,1,0,1,2,2,8500.0,2,1,0
4236,61917666,54,Специалист,1,1,1,2,0,24000.0,1,1,0
4237,61917706,39,Специалист,1,0,1,2,2,23000.0,1,1,0
4238,61917764,30,Рабочий,1,0,1,1,1,7000.0,1,1,0
4239,61917802,52,,0,1,1,2,0,6000.0,2,1,0
4241,61917836,32,Специалист,1,0,1,1,1,8000.0,1,1,0
4242,61917877,27,Рабочий,1,0,1,1,1,5000.0,1,1,0
4243,61917894,63,,0,1,1,0,0,6500.0,2,1,0
4245,61917950,27,Высококвалифиц. специалист,1,0,1,0,0,15000.0,1,1,0
4246,61918130,27,Рабочий,1,0,1,0,0,19000.0,1,1,0
4247,61918335,38,Высококвалифиц. специалист,1,0,1,1,1,38000.0,2,1,0
4249,61918389,31,Специалист,1,0,0,0,0,25000.0,2,1,1
4251,61918478,28,Специалист,1,0,1,0,0,20000.0,2,2,0
4253,61918717,25,Рабочий,1,0,0,1,1,11000.0,2,1,1
4255,61918917,62,,0,1,1,2,0,12000.0,2,1,0
4257,61918957,40,Руководитель высшего звена,1,0,0,1,1,20000.0,2,1,0
4259,61919049,51,Специалист,1,0,1,2,0,7800.0,2,1,0
4261,61919083,48,Специалист,1,0,0,3,3,7500.0,3,2,0
4264,61919206,50,Специалист,1,0,1,0,0,15000.0,2,1,0
4266,61919258,41,Рабочий,1,0,0,1,1,20000.0,1,1,0
4267,61919334,47,Специалист,1,0,1,2,0,12500.0,1,1,0
4268,61919558,31,Специалист,1,0,1,1,1,14000.0,2,1,0
4270,61919651,39,Руководитель среднего звена,1,0,0,2,2,21800.0,3,3,0
4273,61919784,33,Специалист,1,0,0,1,1,20000.0,2,2,0
4275,61919892,50,Специалист,1,0,1,1,0,6000.0,2,1,0
4277,61919960,22,Руководитель низшего звена,1,0,0,0,0,16000.0,3,2,0
4280,61920036,49,Специалист,1,0,1,2,0,30000.0,1,1,1
4281,61920438,48,Специалист,1,0,0,2,0,30000.0,1,1,0
4282,61920744,43,Высококвалифиц. специалист,1,0,1,2,2,25000.0,2,2,0
4284,61920781,23,Специалист,1,0,0,0,0,17000.0,1,1,1
4285,61920908,23,Специалист,1,0,0,0,0,20000.0,4,2,1
4289,61920922,51,Рабочий,1,0,1,2,0,15000.0,2,1,0
4291,61920937,27,Служащий,1,0,1,0,0,9000.0,2,1,0
4293,61920940,34,Специалист,1,0,1,2,1,15000.0,2,1,0
4295,61921011,50,Рабочий,1,0,0,2,0,20000.0,2,1,0
4297,61921171,33,Работник сферы услуг,1,0,1,0,0,6000.0,2,1,0
4299,61921269,61,,0,1,0,0,0,5000.0,1,1,0
4300,61921323,35,Специалист,1,0,1,1,1,30000.0,2,1,0
4302,61921324,24,Специалист,1,0,1,1,1,8000.0,1,1,1
4303,61921504,29,Специалист,1,0,1,2,2,8000.0,3,3,0
4306,61921671,55,Рабочий,1,0,0,3,0,10000.0,1,1,0
4307,61921677,50,Специалист,1,0,1,3,1,20000.0,4,3,0
4311,61921941,24,Рабочий,1,0,0,0,0,15000.0,1,1,0
4312,61921988,49,Другое,1,0,1,2,0,9500.0,2,1,0
4314,61922007,34,Специалист,1,0,1,1,1,11000.0,3,2,0
4317,61922178,54,Специалист,1,1,0,1,1,16000.0,2,1,0
4319,61922239,52,Работник сферы услуг,1,0,1,0,0,6000.0,2,2,0
4321,61922405,53,Индивидуальный предприниматель,1,0,1,0,0,7800.0,2,1,0
